中文	繁體	英文	拼音	领域	适用法域	来源地区	类型	来源语境	学习注释	来源记录	条目ID	数据许可	译文审核	中文释义	译法说明	法律依据
错误的描述	錯誤的描述	misdescription	cuo4 wu4 de5 miao2 shu4	intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:362	tw-tipo-trademark-5bca68a89399584fd70b	OGDL-Taiwan-1.0	source_attributed			
镶牙生管理规则	鑲牙生管理規則	Regulations Governing the Supervision of the Practitioners of Odontrypy	xiang1 ya2 sheng1 guan3 li3 gui1 ze2	unclassified	待核查	TW	statute	憲法法庭書記廳		tw-judicial:2121	tw-judicial-48ca958840faa6ab10af	OGDL-Taiwan-1.0	source_attributed			
长期居留	長期居留	long-term residency	chang2 qi1 ju1 liu2	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:845	tw-judicial-e3722b06a9ae0a5d5bec	OGDL-Taiwan-1.0	source_attributed			
问题、争议、议题	問題、爭議、議題	issue		intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:326	tw-tipo-trademark-90f215498116ca5f56b6	OGDL-Taiwan-1.0	source_attributed			
间接处分	間接處分	indirect measure	jian4 jie1 chu3 fen4	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1516	tw-judicial-65ae62b84486a453ff74	OGDL-Taiwan-1.0	source_attributed			
间接证据	間接證據	indirect evidence	jian4 jie1 zheng4 ju4	dispute_resolution	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1517	tw-judicial-0de195b30f8adb4441c8	OGDL-Taiwan-1.0	source_attributed			
阅卷	閱卷	Reviewing Case Files and Documents	yue4 juan4	unclassified	待核查	TW	unclassified	司法行政廳		tw-judicial:1866	tw-judicial-3c81d903dc165f1b4e55	OGDL-Taiwan-1.0	source_attributed			
阅卷室	閱卷室	File Reading Room	yue4 juan4 shi4	unclassified	待核查	TW	unclassified	司法行政廳		tw-judicial:1867	tw-judicial-082d66c0488e200465ee	OGDL-Taiwan-1.0	source_attributed			
阐明权	闡明權	power of inquiry	chan3 ming2 quan2	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:2093	tw-judicial-1e358b32705383bccf1f	OGDL-Taiwan-1.0	source_attributed			
防弊措施	防弊措施	Preventive Measures Against Corruption and Malfeasance	fang2 bi4 cuo4 shi1	unclassified	待核查	TW	unclassified	政風處		tw-judicial:686	tw-judicial-b813cb1affe6399528a8	OGDL-Taiwan-1.0	source_attributed			
防护商标	防護商標	defensive mark	fang2 hu4 shang1 biao1	intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:136	tw-tipo-trademark-1a8ce9db8e461755a9a9	OGDL-Taiwan-1.0	source_attributed			
防止妨害他人自由	防止妨害他人自由	prevent infringement upon the freedoms of other persons	fang2 zhi3 fang2 hai4 ta1 ren2 zi4 you2	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:685	tw-judicial-e3c005415321f65307a1	OGDL-Taiwan-1.0	source_attributed			
阴影混淆	陰影混淆	shade confusion	yin1 ying3 hun4 xiao2	intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:509	tw-tipo-trademark-7698ec462d5b0e70ae9d	OGDL-Taiwan-1.0	source_attributed			
阻却违法	阻卻違法	affirmative defense	zu3 que4 wei2 fa3	unclassified	待核查	TW	statute	憲法法庭書記廳		tw-judicial:846	tw-judicial-6287ffab3cefc50526b6	OGDL-Taiwan-1.0	source_attributed			
附属	附屬	pertain	fu4 shu3	intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:407	tw-tipo-trademark-9b3cd31cbe55a89bd39d	OGDL-Taiwan-1.0	source_attributed			
附条件买卖	附條件買賣	conditional sale	fu4 tiao2 jian4 mai3 mai4	contracts	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:847	tw-judicial-3c62f0892dbdf6ff753b	OGDL-Taiwan-1.0	source_attributed			
陆海空军军官士官任官条例	陸海空軍軍官士官任官條例	Act of Commission for Officers and Noncommissioned Officers of the Armed Forces Commission Act for Officers and Noncommissioned Officers of the Armed Forces	lu4 hai3 kong1 jun1 jun1 guan1 shi4 guan1 ren4 guan1 tiao2 li4	unclassified	待核查	TW	statute	憲法法庭書記廳		tw-judicial:1372	tw-judicial-d5d752d49a1039590fc4	OGDL-Taiwan-1.0	source_attributed			
陆海空军军官服役条例	陸海空軍軍官服役條例	Armed Forces Officers Service Act	lu4 hai3 kong1 jun1 jun1 guan1 fu2 yi4 tiao2 li4	unclassified	待核查	TW	statute	憲法法庭書記廳		tw-judicial:1373	tw-judicial-3ec4b2ea9a8feb63a41a	OGDL-Taiwan-1.0	source_attributed			
陆海空军军官服役条例施行细则	陸海空軍軍官服役條例施行細則	Enforcement Rules of Armed Forces Officers Service Act	lu4 hai3 kong1 jun1 jun1 guan1 fu2 yi4 tiao2 li4 shi1 xing2 xi4 ze2	unclassified	待核查	TW	statute	憲法法庭書記廳		tw-judicial:1374	tw-judicial-a3f221e94514f6591dc5	OGDL-Taiwan-1.0	source_attributed			
陆海空军刑法	陸海空軍刑法	Criminal Code of the Armed Forces	lu4 hai3 kong1 jun1 xing2 fa3	criminal	待核查	TW	statute	憲法法庭書記廳		tw-judicial:1371	tw-judicial-d9e4be8c149731f18610	OGDL-Taiwan-1.0	source_attributed			
陆海空军奖励条例	陸海空軍獎勵條例	Act of Medal of Honor of the Armed Forces	lu4 hai3 kong1 jun1 jiang3 li4 tiao2 li4	unclassified	待核查	TW	statute	憲法法庭書記廳		tw-judicial:1377	tw-judicial-e8754f5520723d8b6475	OGDL-Taiwan-1.0	source_attributed			
陆海空军审判法	陸海空軍審判法	Armed Forces Trial Act	lu4 hai3 kong1 jun1 shen3 pan4 fa3	dispute_resolution	待核查	TW	statute	憲法法庭書記廳		tw-judicial:1376	tw-judicial-40d70ad823050788bf05	OGDL-Taiwan-1.0	source_attributed			
陆海空军惩罚法	陸海空軍懲罰法	Armed Forces Punishment Act	lu4 hai3 kong1 jun1 cheng2 fa2 fa3	unclassified	待核查	TW	statute	憲法法庭書記廳		tw-judicial:1378	tw-judicial-19241b3c3d31f24b23a4	OGDL-Taiwan-1.0	source_attributed			
陆海空军无军职军官处理办法	陸海空軍無軍職軍官處理辦法	Regulations Governing the Handling of Armed Forces Non-Duty Officers	lu4 hai3 kong1 jun1 wu2 jun1 zhi2 jun1 guan1 chu3 li3 ban4 fa3	unclassified	待核查	TW	statute	憲法法庭書記廳		tw-judicial:1375	tw-judicial-f418835be3c3ea67ee27	OGDL-Taiwan-1.0	source_attributed			
陈情、请愿、申请	陳情、請願、申請	petition		intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:409	tw-tipo-trademark-375c2c1e22e119756afc	OGDL-Taiwan-1.0	source_attributed			
陈述、主张、论点	陳述、主張、論點	proposition		intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:449	tw-tipo-trademark-43917d00fa22633d9e59	OGDL-Taiwan-1.0	source_attributed			
陈述权	陳述權	right to make representations	chen2 shu4 quan2	administrative	CN	INTERNATIONAL	term	中华人民共和国行政处罚法（2021修订）	行政机关作出处罚决定前应告知相关权利，并充分听取当事人意见；当事人的陈述不能成为加重处罚的理由。	oll-cn-admin-labor:cn-admin-statement-right	cn-admin-statement-right	CC-BY-4.0	project_authored	行政处罚程序中，当事人就拟受处罚事项陈述事实、意见和理由的程序性权利。	项目释译，非官方译文；make representations 强调向行政机关陈述意见，不等同于诉讼中的 oral argument。	中华人民共和国行政处罚法（2021修订） 第7,44,45条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5211778/content.html
降级	降級	demote	jiang4 ji2	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:971	tw-judicial-f3bb849f4d34d9f7b7a3	OGDL-Taiwan-1.0	source_attributed			
限制欠税人或欠税营利事业负责人出境办法	限制欠稅人或欠稅營利事業負責人出境辦法	Regulations Governing the Restriction on the Persons or Representatives of Profit-Making-Enterprise Defaulting on Tax Payments to Apply for Exit Permit	xian4 zhi4 qian4 shui4 ren2 huo4 qian4 shui4 ying2 li4 shi4 ye4 fu4 ze2 ren2 chu1 jing4 ban4 fa3	tax	待核查	TW	statute	憲法法庭書記廳		tw-judicial:968	tw-judicial-3065ffe6fce6bcd39224	OGDL-Taiwan-1.0	source_attributed			
限制民事行为能力	限制民事行爲能力	limited capacity for civil juristic acts	xian4 zhi4 min2 shi4 xing2 wei2 neng2 li4	civil	CN	INTERNATIONAL	term	中华人民共和国民法典（2020）	八周岁以上未成年人，以及不能完全辨认自己行为的成年人，适用不同条款；纯获利益或与其认知状况相适应的行为可独立实施。	oll-cn-core:cn-limited-capacity	cn-limited-capacity	CC-BY-4.0	project_authored	实施民事法律行为受到法律限制，需要法定代理、同意或追认的行为能力状态。	项目释译，非官方译文；limited 不表示完全没有行为能力。	中华人民共和国民法典（2020） 第19,22条 https://www.court.gov.cn/zixun/xiangqing/233181.html
限制进出口货物	限制進出口貨物	goods subject to import or export restrictions	xian4 zhi4 jin4 chu1 kou3 huo4 wu4	trade	CN	INTERNATIONAL	term	中华人民共和国对外贸易法（2025第二次修订）	第二十一条说明限制进出口货物实行配额、许可证等管理；这不同于法律上的禁止进出口。	oll-cn-tax-trade:cn-restricted-import-export-goods	cn-restricted-import-export-goods	CC-BY-4.0	project_authored	国家依法限制进口或出口、并实行配额、许可证等方式管理的货物。	项目释译，非官方译文；goods subject to import or export restrictions 突出“限制”而非绝对禁止。	中华人民共和国对外贸易法（2025第二次修订） 第21条 https://www.baiyinqu.gov.cn/XZJDBMDW/bmdw/byqswjn/fdzdgknr/lzyj/zcfg/art/2025/art_f4f31ac31bb8407a8b8d6afd5ac8f411.html
限定继承	限定繼承	entail	xian4 ding4 ji4 cheng2	family	待核查	TW	unclassified	少年及家事廳		tw-judicial:969	tw-judicial-b60eac57ce48ce7c992b	OGDL-Taiwan-1.0	source_attributed			
限期离境	限期離境	order to exit within a specified period	xian4 qi1 li2 jing4	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:970	tw-judicial-1dd672638027bda74a48	OGDL-Taiwan-1.0	source_attributed			
院长	院長	Chief Judge或President	yuan4 zhang3	unclassified	待核查	TW	unclassified	司法行政廳		tw-judicial:1112	tw-judicial-62a993ce40475f4da340	OGDL-Taiwan-1.0	source_attributed			
院长室	院長室	Chief Judge's Office或President's Office	yuan4 zhang3 shi4	unclassified	待核查	TW	unclassified	司法行政廳		tw-judicial:1113	tw-judicial-cb7b09d2d8a01d99ded5	OGDL-Taiwan-1.0	source_attributed			
院长室主任	院長室主任	Director	yuan4 zhang3 shi4 zhu3 ren4	unclassified	待核查	TW	unclassified	司法行政廳		tw-judicial:1114	tw-judicial-0e0fa472098865e90a3a	OGDL-Taiwan-1.0	source_attributed			
除权判决	除權判決	invalidating judgment	chu2 quan2 pan4 jue2	dispute_resolution	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1115	tw-judicial-37696299957dfbe90856	OGDL-Taiwan-1.0	source_attributed			
除非证据记纪录显示 申请人可能使用商标于违法交易。	除非證據記紀錄顯示 申請人可能使用商標於違法交易。	The Office will not make an inquiry unless evidence of record clearly indicates that the applicant may be trafficking in marks.		intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:305	tw-tipo-trademark-be42a5910c2e103bfb08	OGDL-Taiwan-1.0	source_attributed			
陪同人、诉讼参加人及代理人席	陪同人、訴訟參加人及代理人席	Support Person, Participant, and Representative of Victims		dispute_resolution	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1370	tw-judicial-b4b2aa3791c9a8dc263f	OGDL-Taiwan-1.0	source_attributed			
隐私权	隱私權	right to privacy	yin3 si1 quan2	civil,privacy	CN	INTERNATIONAL	term	中华人民共和国民法典（2020）	个人信息中的私密信息优先适用隐私权规定；个人信息与隐私并非完全同义。	oll-cn-core:cn-privacy-right	cn-privacy-right	CC-BY-4.0	project_authored	自然人对私人生活安宁及不愿他人知晓的私密空间、活动和信息所享有的权利。	项目释译，非官方译文；本词条说明民法典语境，不直接概括全部数据保护权利。	中华人民共和国民法典（2020） 第1032,1034条 https://www.court.gov.cn/zixun/xiangqing/233181.html
隐私权	隱私權	right of privacy	yin3 si1 quan2	privacy	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1998	tw-judicial-f51b19a8aa715d7aa0a0	OGDL-Taiwan-1.0	source_attributed			
集会游行法	集會遊行法	Assembly and Parade Act	ji2 hui4 you2 xing2 fa3	unclassified	待核查	TW	statute	憲法法庭書記廳		tw-judicial:1519	tw-judicial-745538bace737eddce41	OGDL-Taiwan-1.0	source_attributed			
集水区	集水區	catchment area	ji2 shui3 qu1	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1518	tw-judicial-71a1e7e9a856902f6a09	OGDL-Taiwan-1.0	source_attributed			
雇员	雇員	Assistant Clerk	gu4 yuan2	unclassified	待核查	TW	unclassified	司法行政廳		tw-judicial:1520	tw-judicial-16ec4dfb35fce4f844af	OGDL-Taiwan-1.0	source_attributed			
需用土地人	需用土地人	condemnor	xu1 yong4 tu3 di4 ren2	property	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1774	tw-judicial-2b4af8650fc21ae40063	OGDL-Taiwan-1.0	source_attributed			
非属类名之名称	非屬類名之名稱	non-generic term	fei1 shu3 lei4 ming2 zhi1 ming2 cheng1	intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:372	tw-tipo-trademark-206d9e3206d40a63d8b0	OGDL-Taiwan-1.0	source_attributed			
非常上诉	非常上訴	extraordinary appeal	fei1 chang2 shang4 su4	dispute_resolution	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:849	tw-judicial-626f75e56733aec9c0a3	OGDL-Taiwan-1.0	source_attributed			
非常上诉救济	非常上訴救濟	remedy of extraordinary appeal	fei1 chang2 shang4 su4 jiu4 ji4	dispute_resolution	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:850	tw-judicial-013789927240c6095b6b	OGDL-Taiwan-1.0	source_attributed			
非法人组织	非法人組織	unincorporated organization	fei1 fa3 ren2 zu3 zhi1	civil,company	CN	INTERNATIONAL	term	中华人民共和国民法典（2020）	条文列举个人独资企业、合伙企业及不具有法人资格的专业服务机构等。	oll-cn-core:cn-unincorporated-organization	cn-unincorporated-organization	CC-BY-4.0	project_authored	不具有法人资格，但能够依法以自己的名义从事民事活动的组织。	项目释译，非官方译文；unincorporated 在此对应中国民法分类，不自动等同某一外国法组织类型。	中华人民共和国民法典（2020） 第102条 https://www.court.gov.cn/zixun/xiangqing/233181.html
非营业收入	非營業收入	non-operating income	fei1 ying2 ye4 shou1 ru4	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:853	tw-judicial-ab658ad939dd9c2514e0	OGDL-Taiwan-1.0	source_attributed			
非营利法人	非營利法人	non-profit legal person	fei1 ying2 li4 fa3 ren2	civil	CN	INTERNATIONAL	term	中华人民共和国民法典（2020）	判断要点包括设立目的和不分配利润；不能仅凭是否收取费用判断。	oll-cn-core:cn-non-profit-legal-person	cn-non-profit-legal-person	CC-BY-4.0	project_authored	为公益或者其他非营利目的成立，且不向出资人、设立人或会员分配所获利润的法人。	项目释译，非官方译文；non-profit 不宜误译成完全不得取得收入。	中华人民共和国民法典（2020） 第87条 https://www.court.gov.cn/zixun/xiangqing/233181.html
非行政处分	非行政處分	non-administrative act	fei1 xing2 zheng4 chu3 fen4	administrative	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:848	tw-judicial-927135093ca35254b24e	OGDL-Taiwan-1.0	source_attributed			
非要式、非正式	非要式、非正式	informality		intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:298	tw-tipo-trademark-6ecd781a6e698e37608d	OGDL-Taiwan-1.0	source_attributed			
非要式原则	非要式原則	principle of informality	fei1 yao4 shi4 yuan2 ze2	intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:299	tw-tipo-trademark-2e699155046912d4401a	OGDL-Taiwan-1.0	source_attributed			
非讼事件处理中心	非訟事件處理中心	Center for Non-Contentious Matters	fei1 song4 shi4 jian4 chu3 li3 zhong1 xin1	unclassified	待核查	TW	unclassified	司法行政廳		tw-judicial:851	tw-judicial-8a4703103ac9eebd5561	OGDL-Taiwan-1.0	source_attributed			
非都市土地使用管制规则	非都市土地使用管制規則	Regulations Governing the Utilization Control of Non-Urban Land	fei1 du1 shi4 tu3 di4 shi3 yong4 guan3 zhi4 gui1 ze2	property	待核查	TW	statute	憲法法庭書記廳		tw-judicial:852	tw-judicial-97481e6cfb966731e7ff	OGDL-Taiwan-1.0	source_attributed			
顾问室	顧問室	Advisor	gu4 wen4 shi4	unclassified	待核查	TW	unclassified	司法行政廳		tw-judicial:2099	tw-judicial-1d29b5c82eeac2baa579	OGDL-Taiwan-1.0	source_attributed			
预备军官	預備軍官	reserve military officers	yu4 bei4 jun1 guan1	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1631	tw-judicial-4588a765f59c994746e0	OGDL-Taiwan-1.0	source_attributed			
预算	預算	budget	yu4 suan4	unclassified	待核查	TW	unclassified	會計處		tw-judicial:1632	tw-judicial-c1a83d68c519b9a27fc6	OGDL-Taiwan-1.0	source_attributed			
预算总额	預算總額	total budget	yu4 suan4 zong3 e2	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1635	tw-judicial-7eceb3028f38a601eaa1	OGDL-Taiwan-1.0	source_attributed			
预算案	預算案	Budget Proposal	yu4 suan4 an4	unclassified	待核查	TW	unclassified	會計處		tw-judicial:1634	tw-judicial-929e4d50cca628ce6068	OGDL-Taiwan-1.0	source_attributed			
预算法	預算法	Budget Act	yu4 suan4 fa3	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1633	tw-judicial-bba1cc4b4c33956190a7	OGDL-Taiwan-1.0	source_attributed			
预防性禁制令	預防性禁制令	quia timet injunction	yu4 fang2 xing4 jin4 zhi4 ling4	intellectual_property	待核查	TW	unclassified	A13070000G		tw-tipo-trademark:461	tw-tipo-trademark-153908e76552e88a1eee	OGDL-Taiwan-1.0	source_attributed			
领受人	領受人	recipient	ling3 shou4 ren2	unclassified	待核查	TW	unclassified	憲法法庭書記廳		tw-judicial:1775	tw-judicial-0335b09a6cbac59d0fa4	OGDL-Taiwan-1.0	source_attributed			
